customer_id,recency_days,frequency_count,monetary_value,r_score,f_score,m_score,rfm_segment,Cluster
17428,0,28,17256.85,5,5,5,555,2
13767,2,37,17220.36,5,5,5,555,2
13881,3,20,17159.52,5,5,5,555,2
16839,8,34,16594.35,5,5,5,555,2
12921,9,37,16587.09,5,5,5,555,2
17677,1,30,16345.38,5,5,5,555,2
15189,1,41,16225.39,5,5,5,555,2
14607,15,14,16209.5,4,5,5,455,2
15856,4,27,16143.64,5,5,5,555,2
14051,0,23,15610.39,5,5,5,555,2
15513,33,19,14758.22,3,5,5,355,2
16133,3,33,14589.04,5,5,5,555,2
14866,10,12,14389.9,5,5,5,555,2
16705,0,20,14034.99,5,5,5,555,2
12681,14,22,13787.54,4,5,5,455,2
12621,1,20,13689.67,5,5,5,555,2
12540,19,17,13400.24,4,5,5,455,2
12433,0,7,13375.87,5,5,5,555,2
15498,2,27,13316.4,5,5,5,555,2
12477,22,6,13219.74,4,5,5,455,2
17735,2,19,13110.02,5,5,5,555,2
16525,2,26,13027.45,5,5,5,555,2
14258,9,9,12669.98,5,5,5,555,2
13078,3,26,12627.94,5,5,5,555,2
12536,43,3,12601.83,3,4,5,345,1
15640,4,15,12416.11,5,5,5,555,2
16000,2,3,12393.7,5,4,5,545,2
17340,29,11,12353.29,4,5,5,455,2
12682,3,31,12279.82,5,5,5,555,2
13113,0,24,12245.96,5,5,5,555,2
14606,1,93,12076.15,5,5,5,555,2
12557,16,5,11990.96,4,4,5,445,2
12939,64,8,11581.8,3,5,5,355,2
15125,25,15,11528.48,4,5,5,455,2
14194,4,21,11349.52,5,5,5,555,2
12971,3,86,11189.91,5,5,5,555,2
14895,7,20,11138.71,5,5,5,555,2
12409,78,3,11072.67,2,4,5,245,1
17581,0,25,11025.24,5,5,5,555,2
15482,15,12,10879.76,4,5,5,455,2
13319,5,26,10845.55,5,5,5,555,2
17107,33,6,10797.48,3,5,5,355,2
13340,45,7,10736.48,3,5,5,355,2
17139,15,12,10650.77,4,5,5,455,2
16779,2,22,10611.72,5,5,5,555,2
17865,30,20,10526.32,4,5,5,455,2
17706,4,17,10504.49,5,5,5,555,2
15251,9,11,10484.99,5,5,5,555,2
14062,9,12,10464.85,5,5,5,555,2
14769,2,8,10416.98,5,5,5,555,2
15615,10,23,10399.74,5,5,5,555,2
15502,15,12,10384.93,4,5,5,455,2
16180,100,8,10254.18,2,5,5,255,2
16843,42,16,10196.57,3,5,5,355,2
12590,211,2,9864.26,1,2,5,125,1
13199,3,38,9817.12,5,5,5,555,2
13001,4,13,9785.97,5,5,5,555,2
15078,7,32,9743.11,5,5,5,555,2
12709,15,15,9706.52,4,5,5,455,2
13458,7,14,9646.57,5,5,5,555,2
14733,16,12,9585.91,4,5,5,455,2
16523,1,21,9418.47,5,5,5,555,2
12567,22,10,9401.28,4,5,5,455,2
14367,8,16,9227.82,5,5,5,555,2
14667,10,25,9175.04,5,5,5,555,2
18092,2,11,9068.26,5,5,5,555,2
12451,10,5,9035.52,5,4,5,545,2
13969,7,18,9024.17,5,5,5,555,2
13488,17,13,8968.31,4,5,5,455,2
13090,8,14,8910.82,5,5,5,555,2
16033,5,20,8778.82,5,5,5,555,2
17017,2,20,8694.26,5,5,5,555,2
17306,10,19,8631.31,5,5,5,555,2
16656,22,15,8625.8,4,5,5,455,2
17243,1,26,8540.05,5,5,5,555,2
14527,2,55,8507.13,5,5,5,555,2
12683,4,15,8476.57,5,5,5,555,2
18139,17,6,8438.34,4,5,5,455,2
15358,4,22,8347.2,5,5,5,555,2
16558,0,20,8338.49,5,5,5,555,2
14056,1,23,8152.71,5,5,5,555,2
14936,33,8,8137.02,3,5,5,355,2
16672,2,20,8134.94,5,5,5,555,2
13854,8,25,8109.52,5,5,5,555,2
14952,59,11,8099.49,3,5,5,355,2
18109,1,26,8004.92,5,5,5,555,2
14796,1,17,7975.49,5,5,5,555,2
12428,25,9,7956.46,4,5,5,455,2
15290,4,18,7943.22,5,5,5,555,2
14849,21,25,7930.54,4,5,5,455,2
12757,15,13,7834.65,4,5,5,455,2
13093,275,8,7832.47,1,5,5,155,1
12435,79,2,7829.89,2,3,5,235,1
13629,23,11,7792.36,4,5,5,455,2
17811,4,39,7761.82,5,5,5,555,2
15044,19,17,7634.73,4,5,5,455,2
15194,3,15,7616.53,5,5,5,555,2
18172,14,20,7561.68,4,5,5,455,2
13263,1,35,7436.93,5,5,5,555,2
12980,157,9,7374.9,2,5,5,255,2
15465,19,18,7354.62,4,5,5,455,2
17396,39,8,7330.8,3,5,5,355,2
12474,17,18,7324.09,4,5,5,455,2
12583,2,15,7281.38,5,5,5,555,2
13018,16,28,7277.7,4,5,5,455,2
18229,11,20,7276.9,5,5,5,555,2
16729,38,21,7205.33,3,5,5,355,2
16745,86,17,7180.7,2,5,5,255,2
16873,4,6,7123.62,5,5,5,555,2
13324,36,10,7121.95,3,5,5,355,2
16923,12,19,7069.08,5,5,5,555,2
13985,4,15,7060.13,5,5,5,555,2
14961,10,9,7044.68,5,5,5,555,2
12766,3,7,6989.63,5,5,5,555,2
12798,10,3,6977.04,5,3,5,535,2
12989,3,15,6924.11,5,5,5,555,2
13027,113,6,6912.0,2,5,5,255,1
16187,31,15,6911.44,4,5,5,455,2
16713,18,15,6910.78,4,5,5,455,2
17416,29,7,6893.42,4,5,5,455,2
12705,15,9,6868.29,4,5,5,455,2
12476,15,11,6816.42,4,5,5,455,2
12830,37,6,6814.64,3,5,5,355,2
15601,11,14,6776.56,5,5,5,555,2
16652,58,7,6773.97,3,5,5,355,2
18055,7,10,6761.34,5,5,5,555,2
16532,17,3,6748.8,4,3,5,435,2
15023,3,11,6720.41,5,5,5,555,2
13576,10,18,6717.34,5,5,5,555,2
15249,31,13,6688.46,4,5,5,455,2
16746,4,18,6680.11,5,5,5,555,2
16353,3,23,6675.71,5,5,5,555,2
12626,23,9,6620.48,4,5,5,455,2
16182,72,4,6617.65,2,4,5,245,1
15144,8,17,6580.44,5,5,5,555,2
12472,32,7,6572.11,4,5,5,455,2
17338,17,8,6493.54,4,5,5,455,2
18223,4,14,6484.54,5,5,5,555,2
15694,0,14,6479.4,5,5,5,555,2
13225,3,7,6463.84,5,5,5,555,2
13102,1,24,6424.09,5,5,5,555,2
12431,35,15,6419.95,3,5,5,355,2
16814,14,21,6416.7,4,5,5,455,2
13871,22,13,6403.25,4,5,5,455,2
12359,57,4,6310.03,3,4,5,345,1
13668,2,21,6309.83,5,5,5,555,2
13709,3,13,6307.65,5,5,5,555,2
15005,15,28,6295.37,4,5,5,455,2
16126,29,4,6287.77,4,4,5,445,2
17315,1,38,6281.23,5,5,5,555,2
14057,23,17,6211.66,4,5,5,455,2
12357,33,1,6207.67,3,2,5,325,1
14060,4,19,6140.42,5,5,5,555,2
13418,11,18,6127.43,5,5,5,555,2
15939,89,15,6115.01,2,5,5,255,2
17509,57,8,6083.64,3,5,5,355,2
14735,3,32,6065.69,5,5,5,555,2
13097,32,10,6003.22,4,5,5,455,2
12637,67,8,6002.9,3,5,5,355,2
14101,73,6,5976.79,2,5,5,255,1
15382,14,6,5955.71,4,5,5,455,2
14944,29,12,5900.25,4,5,5,455,2
13209,30,8,5891.61,4,5,5,455,2
13534,2,25,5870.08,5,5,5,555,2
14505,17,8,5859.43,4,5,5,455,2
14415,1,13,5855.57,5,5,5,555,2
13050,14,17,5836.86,4,5,5,455,2
12720,2,25,5781.73,5,5,5,555,2
15218,10,11,5756.89,5,5,5,555,2
17686,7,7,5739.46,5,5,5,555,2
13316,37,4,5732.93,3,4,5,345,1
13178,26,11,5725.47,4,5,5,455,2
16553,163,12,5719.82,2,5,5,255,2
13468,1,37,5704.97,5,5,5,555,2
14110,3,12,5683.15,5,5,5,555,2
17716,22,11,5655.99,4,5,5,455,2
13004,11,18,5655.91,5,5,5,555,2
17049,2,9,5655.03,5,5,5,555,2
18118,10,26,5625.08,5,5,5,555,2
17757,1,30,5593.39,5,5,5,555,2
12839,2,14,5591.42,5,5,5,555,2
12481,22,10,5579.82,4,5,5,455,2
14688,7,21,5579.1,5,5,5,555,2
14049,16,4,5578.72,4,4,5,445,2
16767,30,11,5575.56,4,5,5,455,2
12539,22,4,5568.35,4,4,5,445,2
16161,1,19,5533.67,5,5,5,555,2
18225,3,12,5504.96,5,5,5,555,2
16609,15,7,5493.46,4,5,5,455,2
15805,23,17,5488.18,4,5,5,455,2
16985,17,10,5464.12,4,5,5,455,2
16265,9,9,5447.0,5,5,5,555,2
18198,4,17,5425.56,5,5,5,555,2
12490,5,10,5417.93,5,5,5,555,2
17809,16,12,5411.91,4,5,5,455,2
16701,8,13,5398.3,5,5,5,555,2
17719,37,15,5396.04,3,5,5,355,2
17850,372,34,5391.21,1,5,5,155,2
16303,25,3,5360.63,4,3,5,435,1
13269,1,15,5343.28,5,5,5,555,2
17730,3,13,5298.48,5,5,5,555,2
15150,17,10,5291.33,4,5,5,455,2
17061,73,11,5232.23,2,5,5,255,2
18226,44,11,5228.05,3,5,5,355,2
12362,3,10,5226.23,5,5,5,555,2
16258,45,5,5203.51,3,4,5,345,1
13756,2,14,5189.52,5,5,5,555,2
16191,2,13,5180.52,5,5,5,555,2
15727,16,7,5159.06,4,5,5,455,2
13599,1,21,5149.92,5,5,5,555,2
17858,5,12,5140.66,5,5,5,555,2
15903,9,7,5126.76,5,5,5,555,2
13941,21,5,5112.96,4,4,5,445,2
15046,9,15,5090.42,5,5,5,555,2
16700,8,13,5076.55,5,5,5,555,2
13139,16,7,5064.94,4,5,5,455,2
12432,42,5,5059.32,3,4,5,345,1
17602,2,6,5054.42,5,5,5,555,2
15301,50,12,5049.95,3,5,5,355,2
17426,8,6,5037.26,5,5,5,555,2
15719,32,13,5030.07,3,5,5,355,2
14755,9,11,5010.28,5,5,5,555,2
14562,3,18,5006.77,5,5,5,555,2
12444,21,5,5005.46,4,4,5,445,2
14329,17,7,4975.24,4,5,5,455,2
15032,256,3,4959.1,1,3,5,135,1
12437,1,18,4951.41,5,5,5,555,2
12700,7,4,4939.99,5,4,5,545,2
14709,15,13,4921.04,4,5,5,455,2
15786,46,3,4919.0,3,3,5,335,1
15547,7,14,4910.6,5,5,5,555,2
17133,15,7,4892.24,4,5,5,455,2
12664,8,9,4881.88,5,5,5,555,2
12688,113,1,4873.81,2,2,5,225,1
14292,7,9,4871.93,5,5,5,555,2
17652,25,12,4867.72,4,5,5,455,2
15738,18,16,4812.42,4,5,5,455,2
13013,1,13,4810.94,5,5,5,555,2
15298,2,12,4799.9,5,5,5,555,2
15555,12,16,4794.86,5,5,5,555,2
15187,1,16,4777.18,5,5,5,555,2
17365,12,8,4767.36,5,5,5,555,2
12955,1,11,4757.16,5,5,5,555,2
14180,10,25,4748.52,5,5,5,555,2
15152,9,13,4745.69,5,5,5,555,2
16722,17,13,4730.81,4,5,5,455,2
17690,30,15,4726.8,4,5,5,455,2
12714,9,5,4708.86,5,4,5,545,2
14135,1,15,4690.31,5,5,5,555,2
14191,1,13,4684.76,5,5,5,555,2
15291,25,15,4668.3,4,5,5,455,2
14189,2,15,4654.08,5,5,5,555,2
14390,10,9,4642.57,5,5,5,555,2
14159,19,11,4630.35,4,5,5,455,2
14286,23,3,4628.75,4,4,5,445,1
13802,138,3,4599.42,2,4,5,245,1
15093,18,6,4597.02,4,5,5,455,2
14004,43,7,4582.64,3,5,5,355,2
16931,5,21,4554.87,5,5,5,555,2
17068,12,21,4552.14,5,5,5,555,2
17613,22,14,4544.55,4,5,5,455,2
12484,32,6,4527.32,3,5,5,355,2
13267,2,19,4521.49,5,5,5,555,2
15299,67,7,4507.01,3,5,5,355,1
12524,9,8,4485.72,5,5,5,555,2
17975,15,13,4483.26,4,5,5,455,2
14426,23,10,4481.67,4,5,5,455,2
12627,10,7,4478.53,5,5,5,555,2
17364,0,11,4462.68,5,5,5,555,2
16984,88,2,4459.52,2,2,5,225,1
13069,0,24,4431.44,5,5,5,555,2
14085,2,18,4421.29,5,5,5,555,2
15955,24,14,4416.26,4,5,5,455,2
16626,0,17,4413.1,5,5,5,555,2
15874,63,7,4405.88,3,5,5,355,1
14534,2,18,4397.3,5,5,5,555,2
12712,28,13,4396.13,4,5,5,455,2
13505,72,4,4393.63,2,4,5,245,1
12752,81,1,4366.78,2,2,5,225,1
16945,21,19,4345.5,4,5,5,455,2
14016,161,4,4341.21,2,4,5,245,1
14800,47,12,4331.79,3,5,5,355,2
17567,7,8,4331.48,5,5,5,555,2
18251,87,1,4314.72,2,2,5,225,1
12347,2,7,4310.0,5,5,5,555,2
17937,8,7,4301.22,5,5,5,555,2
15034,15,8,4274.16,4,5,5,455,2
14422,0,6,4263.64,5,5,5,555,2
12500,23,11,4257.82,4,5,5,455,2
17419,11,12,4226.57,5,5,5,555,2
14525,19,9,4215.9,4,5,5,455,2
15804,0,13,4206.39,5,5,5,555,2
15971,17,12,4199.85,4,5,5,455,2
12747,2,11,4196.01,5,5,5,555,2
14146,8,5,4191.0,5,4,5,545,2
14277,15,3,4188.0,4,3,5,435,1
12949,30,8,4167.22,4,5,5,455,2
13384,30,7,4151.93,4,5,5,455,2
15570,7,12,4148.82,5,5,5,555,2
13988,19,6,4147.96,4,5,5,455,2
12569,2,32,4124.69,5,5,5,555,2
17920,4,17,4119.5,5,5,5,555,2
16592,4,16,4113.68,5,5,5,555,2
13555,73,4,4098.88,2,4,5,245,1
16401,1,12,4098.32,5,5,5,555,2
18041,11,21,4097.37,5,5,5,555,2
16670,16,11,4095.9,4,5,5,455,2
12749,3,5,4090.88,5,4,5,545,2
14092,7,14,4076.91,5,5,5,555,2
12449,22,4,4067.29,4,4,5,445,1
17377,23,20,4058.32,4,5,5,455,2
18087,98,2,4055.72,2,3,5,235,1
14401,4,13,4051.48,5,5,5,555,2
12656,17,5,4051.17,4,4,5,445,2
16549,10,10,4034.9,5,5,5,555,2
13815,22,4,4027.36,4,4,5,445,1
15514,12,11,4023.72,5,5,5,555,2
17940,49,10,4020.04,3,5,5,355,2
12957,9,8,4017.54,5,5,5,555,2
12867,26,7,4009.34,4,5,5,455,2
12378,129,1,4008.62,2,2,5,225,1
16186,22,12,4006.94,4,5,5,455,2
12841,4,25,3991.58,5,5,5,555,2
17001,0,11,3989.57,5,5,5,555,2
15416,64,4,3984.32,3,4,5,345,1
12779,37,8,3981.36,3,5,5,355,2
12727,10,7,3980.7,5,5,5,555,2
14547,3,8,3974.75,5,5,5,555,2
14299,8,9,3965.62,5,5,5,555,2
13523,33,5,3964.88,3,4,5,345,1
15529,22,11,3962.6,4,5,5,455,2
17611,7,15,3961.12,5,5,5,555,2
13183,7,9,3957.78,5,5,5,555,2
17769,12,10,3957.43,5,5,5,555,2
17651,11,10,3945.0,5,5,5,555,2
12473,29,5,3928.05,4,4,5,445,1
17593,3,5,3923.86,5,4,5,545,2
14739,4,7,3902.28,5,5,5,555,2
13999,10,12,3901.81,5,5,5,555,2
14291,1,11,3883.25,5,5,5,555,2
15195,2,1,3861.0,5,2,5,525,1
18073,114,12,3859.82,2,5,5,255,2
12662,0,11,3849.78,5,5,5,555,2
16717,23,6,3843.08,4,5,5,455,2
13266,11,12,3834.26,5,5,5,555,2
17091,2,9,3827.76,5,5,5,555,2
16327,14,6,3820.27,4,5,5,455,2
12755,280,2,3811.95,1,3,5,135,1
12597,19,4,3811.22,4,4,5,445,1
15867,5,15,3810.14,5,5,5,555,2
13435,5,7,3809.89,5,5,5,555,2
12668,11,4,3807.15,5,4,5,545,2
16145,8,11,3799.49,5,5,5,555,2
16655,17,6,3789.52,4,5,5,455,2
16168,10,27,3787.6,5,5,5,555,2
16019,46,9,3786.24,3,5,5,355,2
12562,8,7,3781.74,5,5,5,555,2
17173,5,8,3766.6,5,5,5,555,2
13124,89,3,3756.33,2,3,5,235,1
12429,9,4,3750.4,5,4,5,545,2
14145,46,4,3742.2,3,4,5,345,1
13552,66,12,3740.07,3,5,5,355,2
16570,15,10,3738.4,4,5,5,455,2
12502,95,5,3723.87,2,4,5,245,1
12647,22,12,3722.82,4,5,5,455,2
13680,1,4,3719.12,5,4,5,545,2
17238,2,17,3719.1,5,5,5,555,2
16240,24,2,3718.8,4,3,5,435,1
14364,108,8,3717.35,2,5,5,255,1
15845,17,8,3711.77,4,5,5,455,2
15622,43,9,3709.56,3,5,5,355,2
17819,71,7,3704.87,3,5,5,355,1
15379,169,7,3703.29,2,5,5,255,1
14282,3,15,3701.44,5,5,5,555,2
12553,8,10,3692.28,5,5,5,555,2
16253,66,2,3683.86,3,2,5,325,1
13148,29,12,3683.26,4,5,5,455,2
15581,120,13,3675.77,2,5,5,255,2
15296,50,6,3672.86,3,4,5,345,1
16904,4,16,3653.75,5,5,5,555,2
15808,306,4,3651.27,1,4,5,145,1
12417,3,9,3649.1,5,5,5,555,2
13426,0,10,3641.32,5,5,5,555,2
12619,16,9,3641.24,4,5,5,455,2
16440,7,5,3640.67,5,4,5,545,2
13381,31,6,3639.31,4,5,5,455,2
17230,264,8,3638.41,1,5,5,155,1
17528,1,8,3628.5,5,5,5,555,2
13327,38,8,3627.77,3,5,5,355,2
13520,58,6,3624.35,3,5,5,355,1
13082,126,9,3613.63,2,5,5,255,1
18079,45,4,3613.15,3,4,5,345,1
16712,9,11,3611.31,5,5,5,555,2
15505,52,5,3610.96,3,4,5,345,1
13137,10,8,3603.29,5,5,5,555,2
14543,28,16,3599.73,4,5,5,455,2
15484,1,4,3590.41,5,4,5,545,2
14132,2,11,3586.03,5,5,5,555,2
16242,8,7,3579.86,5,5,5,555,2
17576,8,19,3564.83,5,5,5,555,2
14040,40,12,3560.32,3,5,5,355,2
17203,35,6,3560.08,3,5,5,355,2
17491,1,10,3558.87,5,5,5,555,2
15544,9,9,3546.71,5,5,5,555,2
14503,3,6,3543.26,5,5,5,555,2
12370,51,4,3541.94,3,4,5,345,1
13448,16,6,3534.69,4,5,5,455,2
12454,56,1,3528.34,3,2,5,325,1
17160,31,6,3518.03,4,5,5,455,2
13953,7,7,3515.68,5,5,5,555,2
15113,9,3,3509.43,5,4,5,545,1
16131,51,6,3506.54,3,5,5,355,1
13334,82,3,3502.32,2,4,5,245,1
14907,3,7,3501.1,5,5,5,555,2
16458,2,18,3482.74,5,5,5,555,2
14395,2,9,3479.91,5,5,5,555,2
13993,42,9,3466.36,3,5,5,355,2
13014,10,10,3466.28,5,5,5,555,2
15410,84,8,3450.84,2,5,5,255,1
16360,4,6,3450.41,5,5,5,555,2
15129,50,11,3447.4,3,5,5,355,2
13536,1,7,3444.39,5,5,5,555,2
15974,39,7,3442.15,3,5,5,355,2
17725,16,11,3439.08,4,5,5,455,2
15676,18,3,3435.76,4,3,5,435,1
14221,42,9,3432.8,3,5,5,355,2
12406,22,2,3415.3,4,3,5,435,1
15981,24,8,3408.48,4,5,5,455,2
17758,19,8,3408.2,4,5,5,455,2
13437,14,7,3408.06,4,5,5,455,2
17669,42,7,3406.72,3,5,5,355,2
13198,10,6,3401.24,5,5,5,555,2
15228,66,4,3386.71,3,4,5,345,1
13842,58,9,3385.62,3,5,5,355,2
16011,8,16,3352.96,5,5,5,555,2
14227,26,10,3350.96,4,5,5,455,2
16818,10,11,3349.57,5,5,5,555,2
16607,17,14,3347.71,4,5,5,455,2
17183,7,6,3347.31,5,5,5,555,2
12643,128,6,3344.64,2,5,5,255,1
12613,57,5,3344.38,3,4,5,345,1
13015,53,5,3339.64,3,4,5,345,1
12594,37,10,3338.22,3,5,5,355,2
16556,66,7,3313.79,3,5,5,355,1
13373,60,3,3312.25,3,3,5,335,1
14841,53,6,3295.76,3,5,5,355,1
15632,15,8,3285.31,4,5,5,455,2
12480,28,4,3281.63,4,4,5,445,1
15764,88,6,3279.97,2,5,5,255,1
17723,127,6,3276.4,2,5,5,255,1
14702,1,17,3251.79,5,5,5,555,2
13952,217,2,3251.07,1,3,5,135,1
13047,31,10,3237.54,4,5,5,455,2
15708,40,7,3235.25,3,5,5,355,2
14175,59,3,3222.3,3,3,5,335,1
13880,21,13,3219.77,4,5,5,455,2
15443,1,7,3213.59,5,5,5,555,2
14388,10,8,3212.84,5,5,5,555,2
16107,17,7,3204.16,4,5,5,455,2
13868,7,2,3192.54,5,3,5,535,1
13758,11,7,3190.55,5,5,5,555,2
14844,63,4,3189.81,3,4,5,345,1
17220,24,14,3187.55,4,5,5,455,2
17050,96,6,3185.64,2,5,5,255,1
12456,44,3,3181.04,3,3,5,335,1
17672,50,2,3178.17,3,3,5,335,1
13268,17,11,3174.75,4,5,5,455,2
16837,31,11,3170.98,4,5,5,455,2
16041,30,3,3166.4,4,3,5,435,1
17863,59,6,3160.0,3,5,5,355,1
15065,37,4,3158.13,3,4,5,345,1
17685,16,7,3155.83,4,5,5,455,2
15861,12,8,3146.92,5,5,5,555,2
14235,75,5,3144.86,2,4,5,245,1
17231,12,10,3124.72,5,5,5,555,2
13685,2,7,3119.44,5,5,5,555,2
16678,2,12,3109.99,5,5,5,555,2
13742,16,12,3107.87,4,5,5,455,2
14099,16,11,3104.17,4,5,5,455,2
15491,95,6,3100.09,2,5,5,255,1
14257,64,5,3099.72,3,4,5,345,1
14565,95,4,3099.12,2,4,5,245,1
13135,196,1,3096.0,1,2,5,125,0
16156,8,9,3092.04,5,5,5,555,2
13362,9,4,3090.74,5,4,5,545,2
16218,29,7,3084.68,4,5,5,455,2
13869,123,4,3083.65,2,4,5,245,1
17059,29,5,3080.39,4,4,5,445,1
15998,36,5,3080.22,3,4,5,345,1
18272,2,6,3078.58,5,5,5,555,2
12910,23,8,3075.04,4,5,5,455,2
13631,99,11,3070.42,2,5,5,255,1
16940,52,3,3049.88,3,3,5,335,1
16393,2,13,3040.96,5,5,5,555,2
16326,5,14,3039.22,5,5,5,555,2
17799,22,10,3039.17,4,5,5,455,2
16905,5,7,3037.6,5,5,5,555,2
16709,84,5,3029.87,2,4,5,245,1
12598,9,8,3023.08,5,5,5,555,2
12395,19,12,3018.63,4,5,5,455,2
18094,81,7,3017.3,2,5,5,255,1
14456,5,9,3017.28,5,5,5,555,2
12754,235,3,3010.74,1,3,5,135,1
15521,40,8,3000.2,3,5,5,355,2
17659,17,12,2999.46,4,5,5,455,2
17504,206,9,2997.03,1,5,5,155,1
12670,10,5,2996.05,5,4,5,545,2
14307,88,6,2995.72,2,5,5,255,1
15687,8,9,2993.1,5,5,5,555,2
14639,52,6,2984.49,3,5,5,355,1
14032,2,11,2975.59,5,5,5,555,2
15854,4,12,2969.12,5,5,5,555,2
16497,49,6,2965.69,3,5,5,355,1
17924,11,7,2962.5,5,5,5,555,2
16686,47,7,2959.88,3,5,5,355,1
14868,3,8,2953.59,5,5,5,555,2
12916,138,4,2944.95,2,4,5,245,1
17444,147,3,2940.04,2,3,5,235,1
16316,64,8,2938.91,3,5,5,355,1
17512,28,10,2924.99,4,5,5,455,2
15606,61,9,2920.16,3,5,5,355,2
12906,11,5,2919.81,5,4,5,545,2
14112,22,7,2915.15,4,5,5,455,2
12438,14,2,2906.85,4,2,5,425,1
13451,26,5,2898.26,4,4,5,445,1
17644,1,11,2895.64,5,5,5,555,2
18144,7,12,2888.75,5,5,5,555,2
12408,32,5,2888.55,3,4,5,345,1
13735,24,4,2883.54,4,4,5,445,1
16633,17,6,2883.1,4,5,5,455,2
14251,1,5,2879.7,5,4,5,545,2
17728,3,3,2876.01,5,3,5,535,2
14005,9,5,2874.72,5,4,5,545,2
15628,4,9,2870.24,5,5,5,555,2
13901,72,5,2867.2,2,4,5,245,1
12685,28,6,2863.08,4,5,5,455,1
14530,25,6,2862.11,4,5,5,455,2
18145,12,4,2861.55,5,4,5,545,1
14535,60,3,2854.84,3,3,5,335,1
14711,10,11,2839.62,5,5,5,555,2
14852,58,6,2836.69,3,4,5,345,1
14842,43,4,2824.69,3,4,5,345,1
16928,80,17,2814.7,2,5,5,255,2
16871,22,6,2812.34,4,5,5,455,2
12356,22,3,2811.43,4,3,5,435,1
18230,9,7,2810.2,5,5,5,555,2
17596,23,7,2806.69,4,5,5,455,2
14572,3,7,2804.54,5,5,5,555,2
16081,56,5,2799.42,3,4,5,345,1
13769,2,10,2796.51,5,5,5,555,2
14903,21,5,2795.33,4,4,5,445,1
12578,21,2,2794.51,4,3,5,435,1
12758,116,2,2791.59,2,3,5,235,1
17739,11,7,2791.35,5,5,5,555,2
14626,23,4,2791.27,4,4,5,445,1
16764,3,13,2790.95,5,5,5,555,2
17213,40,7,2781.23,3,5,5,355,1
12388,15,6,2780.66,4,5,5,455,2
15984,2,10,2780.63,5,5,5,555,2
14121,3,4,2780.15,5,4,5,545,2
15993,8,7,2777.67,5,5,5,555,2
13870,2,8,2770.94,5,5,5,555,2
15114,30,10,2760.56,4,5,5,455,2
13971,18,8,2758.26,4,5,5,455,2
13230,4,14,2755.63,5,5,5,555,2
15321,70,3,2748.31,3,3,5,335,1
17084,35,2,2747.99,3,3,5,335,1
12669,150,3,2744.03,2,3,5,235,1
13174,16,3,2742.82,4,3,5,435,1
14854,78,7,2740.03,2,5,5,255,1
16003,29,5,2735.37,4,4,5,445,1
12840,143,4,2726.77,2,4,5,245,1
15673,88,4,2726.23,2,4,5,245,1
12380,21,4,2724.81,4,4,5,445,1
17838,26,5,2720.8,4,4,5,445,1
14125,10,3,2720.63,5,3,5,535,1
14808,39,8,2718.6,3,5,5,355,2
15356,31,10,2718.03,4,5,5,455,2
12708,29,10,2712.91,4,5,5,455,2
16938,8,4,2711.68,5,4,5,545,2
15696,33,8,2711.11,3,5,5,355,2
17069,28,9,2709.7,4,5,5,455,2
